nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT01064687,completed,,1,phase 3,"['diabetes mellitus, type 2']","[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['ly2189265', 'exenatide', 'placebo', 'metformin', 'pioglitazone']","['N[C@@H](CCCNC(N)=N)C(O)=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'CSCC[C@H](N)C(O)=O', 'N[C@@H](CCCNC(N)=N)C(O)=O']","[-0.10699605969158524, 0.12509301178474969, -0.04501748450847845, -0.2661731437111431, -0.002586075600401916, -0.030651633810940538, 0.0046003660585652775, 0.11863791554490369, 0.06149621932668599, -0.12787961760940547, 0.07421430937541774, 0.10835509800815384, 0.031383414252883754, 0.021354146586617617, -5.1656627247671956e-05, 0.16168394216851711, -0.12124769063592515, 0.09694694891424617, 0.10453607196453421, 0.13220194552213674, 0.03110187982257334, -0.011648252001873208, -0.020568085359286097, -0.049947158304505905, -0.04294399906150429, -0.048033057823077666, 0.001628850935223046, -0.05657830403543547, -0.006103172972994391, 0.0261820715119373, -0.04726980145509765, 0.05350933843469463, 0.010019916941480278, -0.03489112039053423, 0.0242520957266929, -0.026041248647982452, -0.010793674056012729, -0.00018750197966702908, -0.04572097765287705, -0.033959102220257234, 0.03108177148418665, -0.017738473906416106, -0.006232385462413964, -0.008779658004142443, -0.0035985480412203093, 0.053157749480806316, 0.013395585552380889, 0.007245902998238478, 0.009697120410640424, -0.015874055797410337]"
NCT01065935,completed,,0,phase 2,['respiratory syncytial virus infections'],"[""['R09.2', 'A15.7', 'A15.8', 'A15.9', 'J98.9', 'R06.03', 'J12.1']""]","['aln-rsv01', 'normal saline']",['O'],"[-0.061552082888535364, -0.009334204713402985, -0.009780093945607601, -0.0466818126563515, -0.05887557712085341, 0.008949287039016684, 0.032881299153210246, -0.0683512196267693, -0.025783805315188722, -0.0727950798099813, 0.0469445808705873, -0.048772731577380754, 0.029238187044632213, -0.04000750393850372, -0.013380420052670608, 0.044433643698035444, -0.02155742559890329, -0.012616037883779843, 0.0003607335799492878, -0.032752138447886006, 0.011043117709164317, -0.005915909418411847, -0.04242150271590371, -0.00639279502129107, 0.001701123202170978, -0.021715057918267795, 0.0034958625032666946, -0.07748055978129656, 0.044640803769578935, 0.013534446138539874, -0.08961535299222015, 0.013952752638733796, 0.08689408900536702, 0.022366789784404068, -0.007714184070952609, -0.03209232770208234, 0.022811739037554353, -0.03025435848268838, 0.039024454230851255, -0.0388658947951434, 0.001503487508475784, -0.02836619703657033, -0.04709324718320211, -0.018711881353840176, 0.0036452859541814854, 0.02367960790590235, -0.03152255171966379, -0.04346861734635919, -0.022652478559823393, 0.06415531806319591]"
NCT01066962,completed,,1,phase 3,['hiv infections'],"[""['Z21']""]","['darunavir/ritonavir qd + raltegravir bid', 'darunavir/r qd + tenofovir/emtricitabine qd (fixed dose combination)']","['CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1', '[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C']","[-0.0228281563707518, 0.01645733991943915, -0.010353018451166563, -0.011773322626875051, -0.056936632542896534, 0.03357573696427163, -0.061311958009586665, -0.11674912434076878, 0.00111239428084966, -0.0411633128313476, 0.04137812311115883, -0.018321016473978307, -0.043866308535283435, 0.019365199077931692, -0.12008369211616818, 0.062189690404854156, 0.05235265061260654, -0.003193995044599702, 0.020720377618242185, -0.03414507793245532, -0.007599698505894611, 0.010506003304075416, -0.0859309000805859, -0.02272912197532511, -0.08463849976997036, -0.04904994270267406, 0.04301020260855139, 0.029193488243230696, 0.03403195500793395, 0.025576339283149334, 0.005291933238574733, -0.1138856664038613, -0.04448164738578812, 0.0008659877243234713, 0.04759000917716265, 0.020123343402198297, -0.041065641119097177, -0.05488079070412051, -0.0020291594626695346, -0.08080838976408207, -0.040003774744827726, 0.02943324669087739, 0.012603535915016117, 0.1237226917326832, 0.0328710556529528, -0.06028542777133574, -0.03459633005360811, 0.0011227819756595171, 0.07322654861315141, 0.0562629954375735]"
NCT01071083,completed,,1,phase 2,['relapsing remitting multiple sclerosis'],"[""['M94.1', 'A68.9', 'A68.0', 'A68.1', 'M35.6']""]","['natalizumab', 'interferon beta 1-a', 'methylprednisolone', 'glatiramer acetate']","['CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1', '[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C', 'CC(O)=O']","[-0.09928930672758136, -0.1691223246962273, 0.021000547885566916, 0.03958192781376115, -0.04530504506223109, 0.004213757064182648, 0.03840279051353635, -0.013919066136080103, 0.008795181607235822, -0.0022581163070372716, -0.002486905410218947, 0.03427524242575529, 0.07203873313189765, -0.00537928459188522, -0.021499756843377574, -0.03663121118549944, 0.019825216503977595, 0.07221948370669605, -0.001215806753985836, -0.08233568233806339, -0.09885632680261686, 0.06358171680322888, -0.037359228027783534, -0.04317621664282217, 0.014509613406850082, -0.015318877869471809, 0.024840939721921244, 0.1929570679973514, 0.07109502203557576, -0.14328216816075517, -0.007329782251505418, 0.3852417402857913, -0.004494923838605859, 0.1622134811887033, -0.006392906633132221, -0.010823785121611054, 0.022176663765675987, -0.04434383115869485, -0.025566211518486637, -0.13921500703779938, 0.08897389302273104, 0.16549892603977837, -0.01859391907976388, 0.03543128604371711, 0.11641810019378218, 0.10744087404576023, -0.09182248204312862, 0.08599750285507937, 0.022711487878975405, -0.05523452275418045]"
NCT01072630,completed,,0,phase 3,['depression'],"[""['F32.A', 'F53.0', 'P91.4', 'Z13.31', 'Z13.32']""]","['armodafinil', 'placebo']","['NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.16017402185262827, 0.009197858884911795, 0.0776113164830262, 0.07920001100498764, 0.18667884862325657, -0.20304281576629135, 0.05081274555369751, -0.07749731873087842, 0.032076964608256715, 0.09594069574355704, 0.34351722050945116, 0.0009406748799864605, -0.0017853892489684818, 0.04155700069075546, 0.15209498106611025, 0.028179324810742968, 0.10986096208909153, 0.062486498192236575, 0.08170443720903059, -0.029371770813839536, 0.03992335687509994, 0.0018696522916233384, 0.025335531981250436, -0.00043606526931070505, 0.018456338192722677, 0.051951680049727424, -0.0008112808218523204, -0.0030098658935204885, 0.04748295879713068, 0.008322722543023872, 0.023316773461990535, -0.003097396265493242, -0.006914808393338362, -0.04120655636943611, -0.04798926584983561, 0.04038114437248998, 0.0053798161545727495, 0.011571369280039934, -0.001514916574639727, 0.018404968933607567, -0.01615818854789647, -0.018129618772016572, 0.011758494817058766, 0.02180436378541023, 0.029184607263551054, 0.037259801596140694, -0.006566690751363083, 0.008776183884362108, 0.0012091358642643084, 0.00627731551022873]"
NCT01075282,completed,,1,phase 3,"['diabetes mellitus, type 2']","[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['insulin glargine', 'ly2189265', 'metformin', 'glimepiride']","['[Na+].[Na+].[O-]P([O-])(F)=O', 'CSCC[C@H](N)C(O)=O', '[H][C@]1(C)CC[C@@]([H])(CC1)N=C(O)NS(=O)(=O)C1=CC=C(CCN=C(O)N2CC(C)=C(CC)C2=O)C=C1']","[-0.10699605969158524, 0.12509301178474969, -0.04501748450847845, -0.2661731437111431, -0.002586075600401916, -0.030651633810940538, 0.0046003660585652775, 0.11863791554490369, 0.06149621932668599, -0.12787961760940547, 0.07421430937541774, 0.10835509800815384, 0.031383414252883754, 0.021354146586617617, -5.1656627247671956e-05, 0.16168394216851711, -0.12124769063592515, 0.09694694891424617, 0.10453607196453421, 0.13220194552213674, 0.03110187982257334, -0.011648252001873208, -0.020568085359286097, -0.049947158304505905, -0.04294399906150429, -0.048033057823077666, 0.001628850935223046, -0.05657830403543547, -0.006103172972994391, 0.0261820715119373, -0.04726980145509765, 0.05350933843469463, 0.010019916941480278, -0.03489112039053423, 0.0242520957266929, -0.026041248647982452, -0.010793674056012729, -0.00018750197966702908, -0.04572097765287705, -0.033959102220257234, 0.03108177148418665, -0.017738473906416106, -0.006232385462413964, -0.008779658004142443, -0.0035985480412203093, 0.053157749480806316, 0.013395585552380889, 0.007245902998238478, 0.009697120410640424, -0.015874055797410337]"
NCT01077401,completed,,1,phase 2,['diabetic macular edema'],"[""['E10.311', 'E10.319', 'E11.311', 'E11.319', 'E13.311', 'E13.319', 'E10.3513']""]","['ranibizumab', 'ranibizumab']","['CN\\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O', 'CN\\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O']","[-0.1151390924687106, -0.021458886566107276, -0.010143310199730375, 0.010286620855119975, -0.07546685066742659, 0.005935498191553548, 0.08476713262949724, -0.04808098832239875, -0.0030618613198701273, 0.20651208870982618, -0.06154875390293879, 0.20266117197788205, 0.24118832659425324, -0.06841067229569894, -0.2368176295412782, -0.14194182792206583, -0.002398633094051786, 0.4868587518255942, -0.00744809333566355, -0.03194596136224172, -0.02655966490553755, 0.10712401115099304, 0.12481488215626091, 0.10602363384467484, 0.1091014378304764, -0.048793179355220775, -0.03274462164288904, -0.09000861140519434, -0.04460835793203334, 0.013987876408708088, -0.06744558474623821, -0.07255014007583353, 0.016062042217093196, -0.018295710152700588, 0.06980540039323897, 0.027085203052958938, -0.0062102229036618125, -0.04542431730541645, 0.022441405012246507, 0.010659603508181844, 0.018401493212831237, 0.03960758825463897, -0.01689609934553395, 0.00072241570954138, -0.03569590975505239, -0.03131247860115711, 0.02181536638522885, -0.026974207482125378, -0.006049015857164179, -0.02862518031021329]"
NCT01078376,terminated,"
    business decision (see below)
  ",0,phase 1,['hypertension'],"[""['I15.0', 'I97.3', 'K76.6', 'P29.2', 'G93.2', 'H40.053', 'I10']""]","['azilsartan medoxomil (tak-491)', 'azilsartan medoxomil (tak-491)', 'azilsartan medoxomil (tak-491)', 'azilsartan medoxomil (tak-491)']","['CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1', 'CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1', 'CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1', 'CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1']","[-0.15747476959882736, 0.209313130774881, -0.021827348806068774, -0.09977008697474067, -0.005865956257026031, -0.10535079991993428, -0.026768714102164737, -0.005767284532871911, -0.00040907865624415505, 0.058654561986066556, -0.13103817569992712, -0.03612742315283442, -0.08512283103485543, -0.03950862533105555, 0.10642675543344819, 0.00814962027610434, -0.007125131628226861, 0.07634423607128606, 0.010003619311043696, -0.040801756000677425, -0.006473629658233016, -0.05877318868810687, -0.01529768000635684, 0.0007704455415899286, 0.01795106655261055, 0.02567221363700964, 0.00942603944558065, 0.025933459450964157, 0.0347045158809314, -0.0010624831933224847, -0.050495004074129504, -0.027516602314043383, 0.01465906001333302, 0.009825965844412832, -0.039148939523269845, -0.0166114711322838, -0.014296131347655347, 0.018630917049349806, -0.04660209441390386, -0.00513654477025151, -0.0035526090646969613, 0.013084372839463329, 0.007949842410484697, -0.05171572310145493, 0.02261373398463571, -0.0122247854017312, 0.027051231721608875, 0.004058921658206538, -0.01802804650682366, 0.0061591354142161905]"
NCT01078662,"active, not recruiting",,1,phase 2,"['ovarian', 'breast', 'prostate', 'pancreatic', 'advanced tumours']","[""['Q50.32', 'E28.2', 'E28.8', 'E28.9', 'Q50.1', 'E28.39', 'E89.40']""]",['olaparib'],['OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12'],"[0.2153734010744533, 0.05874895261468795, 0.17268129951247674, 0.06314735417943974, 0.004179022625819731, -0.014461010723281431, 0.04478111259772306, 0.045191487182301884, 0.005960952037038793, 0.02836173672535049, -0.006293566828926326, 0.01948779454644893, -0.05014916148528333, -0.012022338616673655, 0.016596782750465878, -0.01023100190048713, 0.00546453927246943, 0.008106694113624583, -0.019082417537772463, -0.01777296008387872, -0.04634395190938214, 0.004518395833780201, 0.016041443534469662, -0.017751975700101827, 0.019743407280024352, -0.03888529385398693, -0.006365420158928353, -0.0020612206527837753, -0.0017708919600019787, -0.022039492334043058, -0.006273632231648209, -0.026948141938904074, 0.011298222130455629, -0.019359680288983855, -0.014357648430553677, 0.000447360279351301, 0.007121315500281505, 0.01865583672937097, -0.002360937081626595, 0.010615201555275688, -0.0012335336799706865, 0.003584504255674981, 0.038857787102378215, -0.011736778550347934, 0.036354126692513866, 0.0035074837684250723, 0.01760869346748714, -0.008135424135962608, 0.010486376401727459, 0.02486770854637651]"
NCT01079806,completed,,1,phase 3,"['chronic hepatitis b virus, pediatric']","[""['B00.81', 'B25.1', 'B26.81', 'B58.1', 'K75.4', 'A51.45', 'B17.2']""]","['entecavir', 'placebo']","['CCOC(=O)C1=CC=C(N)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.032917858201812374, 0.019344105965421382, -0.04001233172638852, -0.0697213293766883, -0.09840009447800876, 0.006847378386650965, -0.06955996454849239, -0.11624640527883837, -0.029993682714005265, -0.17716165490119015, 0.04514870084687568, -0.08660302010335005, -0.13141172255078232, -0.023578767565222564, -0.14475241456625895, 0.03164679018859025, 0.18282067404139407, 0.08612547726519976, 0.0784424691229825, -0.01800726135971127, -0.017895291698082506, 0.020303288597547514, -0.04173378528769868, 0.04719285185778757, -0.005779682011874311, -0.050310204794012804, 4.7295492841917254e-05, 0.0876723621109657, 0.05827828186365673, 0.013614905593753607, 0.00883638004463724, 0.028013701056412522, -0.006837132547220811, 0.005835597897736659, -0.012896315158581617, 0.03156605638613733, 0.011671711867336973, -0.004374545460236371, -0.01661096580620569, 0.035087571026947796, 0.03158504642038884, 0.009723849285535205, -0.0011568669075951456, -0.05173563013417244, 0.010465533229167722, 0.00298187828721367, 0.03132540166092513, 0.03428761348557172, -0.05717924123177891, 0.022231375146647393]"
NCT01082068,completed,,1,phase 1/phase 2,['breast cancer'],"[""['C79.81', 'D24.1', 'D24.2', 'D24.9', 'D49.3', 'C44.501', 'D48.60']""]","['xl147 (sar245408)', 'xl765 (sar245409)', 'letrozole (femara)']","['COC1=CC=C(Cl)C(NC2=C(NS(=O)(=O)C3=CC(NC(=O)C(C)(C)N)=CC=C3)N=C3C=CC=CC3=N2)=C1', 'CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=CC=NN1', 'N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N']","[-0.02532623156095164, 0.1920498590556476, -0.10218883956813582, 0.20416031021834247, 0.036186817719209875, 0.3491341977178835, 0.019028946944981723, 0.0295827496416012, 0.3585997684474137, -0.11919361667747316, -0.014451467769015855, 0.04988847092169381, 0.0002597851310618177, 0.02135098954168565, 0.05321631246502425, -0.04376928563154262, 0.05212860164236573, -0.012639683486061098, 0.0676209691760351, -0.02126577224593699, 0.0077856316833998605, 0.011861966544081452, -0.006114499248211296, 0.020240672638101635, 0.009511014343494665, 0.02799571382469367, -0.05773432746517707, -0.019874669739990608, 0.03208391162864871, 0.005608777995515969, -0.020852890539360385, 0.0012392137225664833, -0.013722699504979338, -0.030016208713446645, 0.014144419640542177, 0.0063423108206195535, 0.029000838377366937, -0.0373314730307681, -0.031612711480056635, -0.0011066220495822322, -0.003235558404812988, 0.028453057401226743, -0.018248379190199067, 0.025686272789057253, 0.03161071536506738, 0.02752466679275233, -0.013290465058668353, 0.015071123088346577, -0.008687649117535636, -0.007391509447798934]"
NCT01084551,completed,,1,phase 3,['idiopathic restless legs syndrome'],"[""['E20.0', 'I95.0', 'L50.1', 'D61.3', 'G24.2', 'G24.4', 'G60.3']""]","['spm 962', 'spm 962', 'placebo of spm 962']","['CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1', 'CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[0.20526299247401786, -0.06491417159357353, 0.387132105267913, -0.02804943003494519, 0.0728480436101854, 0.04977092084157222, 0.05593787992299389, 0.013445658647589325, -0.01415223532631269, -0.061515859619011626, -0.10396707140811404, 0.04122977352248244, -0.08925043542972541, -0.06755218965157059, 0.03479265715294465, -0.01151545020213571, 0.05215510867689584, 0.04739218303214006, -0.03382321374626129, 0.037712816333579056, -0.026336175589023514, 0.01779643263113597, 0.028810667667395585, 0.014634473823144603, 0.007226116571001228, 0.0006509523816197127, 0.00500360593929593, 0.011717801772479951, -0.0019127555633942903, -0.011619129491969422, 0.006519616822020445, -0.04431683678714263, -0.031408575790682874, -0.03930451784978944, -0.005630443599874492, 0.0003041327751915389, -0.00537873657718957, 0.01585727615103766, -0.025981847274280472, -0.013725562140957909, 0.022933923272260997, -0.017811730409167604, -0.02099641942526967, -0.00838869784974735, -0.008248482676656869, 0.021850593933934934, 0.011391601740886489, 0.004792894526868724, 0.0011851160569594176, -0.010744957626991375]"
NCT01089543,completed,,1,phase 2,['functional dyspepsia'],"[""['K30']""]","['rabeprazole', 'rabeprazole', 'rabeprazole', 'placebo']","['[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O', '[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O', '[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.11346238777737908, -0.051945378736467596, -0.05983060854791415, 0.018691111610041482, -0.1344608774921484, -0.17436120133944433, -0.01742968167679431, -0.030830641512185442, 0.022782634958721713, -0.08211315695200677, -0.16032067939184194, 0.033936321710184604, 0.054747415108766725, 0.10519014176775894, 0.10879170416731303, -0.020612340115218335, 0.07720207467487919, -0.11578886239912829, 0.03915849138367019, 0.05942604057077663, 0.0865565422383823, 0.29778525065706474, 0.1313516101506479, 0.028708436628819556, -0.025194837366845312, 0.010507331457004155, 0.0660614341758983, -0.08999079323860344, 0.006595248814456524, -0.0046806706114187, 0.027715399503165573, 0.006601070149609869, 0.004136151047935634, -0.017627887709439898, -0.01787229046986741, -0.027638976921625796, -0.023235197576897685, 0.046117560074589635, -0.03383028952239531, -0.008904887976618732, -0.007716317824488274, -0.007004679660049834, -0.013857780631376304, -0.001912683011671182, 0.02286523072295705, -0.007887723090262772, 0.009233476419550435, 0.020450325565861155, 0.016379387098023557, -0.0025170166280424544]"
NCT01090622,completed,,1,phase 1/phase 2,"['primary erythromelalgia', 'inherited erythromelalgia']","[""['I73.81']""]","['xpf-001', 'placebo']",['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O'],"[-0.1377752496132272, -0.05716986556047795, -0.010690688321575086, 0.024367372839183075, 0.0020255721824826356, -0.018241849582796895, 0.026287231595350374, -0.03763288328314598, -0.010497956510184227, 0.08256193274866638, -0.03140737088251552, 0.03448785523833238, -0.023334817198498854, -0.05732904293681309, -0.03881410632575481, 0.14058476550763752, -0.022481785303609194, -0.12679786425621575, -0.030368149433578063, 0.10459123808267598, 0.1866614772814813, -0.07759122572740093, 0.22355101434398988, -0.004790449905485486, 0.11219077906918815, -0.10383868888501709, -0.05042956355985216, 0.1824493237091301, 0.17961234062864295, -0.04016534554973321, -0.048825395871032386, -0.03475597838053305, 0.007452263633342293, -0.006699899336693975, 0.1464417650204644, 0.1247998107544838, 0.004459164156663834, 0.02056650080385671, 0.03441417661381273, 0.006680734204601209, -0.010073173014642122, 0.029178267503572285, 0.013417106160907568, -0.044757105368324855, -0.00909088113667543, -0.0029544159237255884, -0.013489407532564834, -0.017666463060730588, 0.002398301218184335, 0.04685647946561851]"
