,studyid,trialOutcome,trialOutcome_label
26617,NCT01543204,"Terminated, Poor enrollment",0
26619,NCT01543347,"Terminated, Poor enrollment",0
26623,NCT01543568,"Completed, Positive outcome/primary endpoint(s) met",1
26628,NCT01543763,"Completed, Positive outcome/primary endpoint(s) met",1
26629,NCT01543776,"Completed, Positive outcome/primary endpoint(s) met",1
26630,NCT01543802,"Terminated, Lack of efficacy",0
26631,NCT01543828,"Completed, Negative outcome/primary endpoint(s) not met",0
26636,NCT01544114,"Completed, Positive outcome/primary endpoint(s) met",1
26637,NCT01544179,"Completed, Negative outcome/primary endpoint(s) not met",0
26638,NCT01544283,"Completed, Positive outcome/primary endpoint(s) met",1
26640,NCT01544322,"Completed, Positive outcome/primary endpoint(s) met",1
26641,NCT01544348,"Completed, Negative outcome/primary endpoint(s) not met",0
26643,NCT01544491,"Completed, Positive outcome/primary endpoint(s) met",1
26645,NCT01544595,"Completed, Positive outcome/primary endpoint(s) met",1
26648,NCT01544920,"Completed, Positive outcome/primary endpoint(s) met",1
26650,NCT01545050,"Terminated, Safety/adverse effects",0
26653,NCT01545284,"Completed, Positive outcome/primary endpoint(s) met",1
26654,NCT01545375,"Completed, Negative outcome/primary endpoint(s) not met",0
26660,NCT01545635,"Terminated, Safety/adverse effects",0
26667,NCT01545908,"Terminated, Lack of efficacy",0
26670,NCT01546116,"Completed, Positive outcome/primary endpoint(s) met",1
26672,NCT01546428,"Completed, Positive outcome/primary endpoint(s) met",1
26673,NCT01546532,"Completed, Positive outcome/primary endpoint(s) met",1
26675,NCT01546649,"Completed, Negative outcome/primary endpoint(s) not met",0
26679,NCT01546818,"Completed, Positive outcome/primary endpoint(s) met",1
26681,NCT01546883,"Terminated, Poor enrollment",0
26683,NCT01546922,"Completed, Positive outcome/primary endpoint(s) met",1
26690,NCT01547104,"Completed, Positive outcome/primary endpoint(s) met",1
26696,NCT01547546,"Completed, Positive outcome/primary endpoint(s) met",1
26698,NCT01547715,"Completed, Positive outcome/primary endpoint(s) met",1
26699,NCT01547728,"Terminated, Poor enrollment",0
26700,NCT01547897,"Completed, Positive outcome/primary endpoint(s) met",1
26705,NCT01548287,"Completed, Positive outcome/primary endpoint(s) met",1
26708,NCT01548482,"Terminated, Safety/adverse effects",0
26713,NCT01548651,"Terminated, Poor enrollment",0
26714,NCT01548677,"Completed, Negative outcome/primary endpoint(s) not met",0
26718,NCT01548924,"Terminated, Safety/adverse effects",0
26721,NCT01549119,"Completed, Positive outcome/primary endpoint(s) met",1
26722,NCT01549158,"Terminated, Poor enrollment",0
26724,NCT01549431,"Completed, Positive outcome/primary endpoint(s) met",1
26733,NCT01549964,"Terminated, Safety/adverse effects",0
26738,NCT01550289,"Completed, Positive outcome/primary endpoint(s) met",1
26739,NCT01550302,"Terminated, Poor enrollment",0
26740,NCT01550367,"Completed, Positive outcome/primary endpoint(s) met",1
26743,NCT01550510,"Terminated, Poor enrollment",0
26746,NCT01550965,"Completed, Positive outcome/primary endpoint(s) met",1
26747,NCT01551069,"Completed, Positive outcome/primary endpoint(s) met",1
26749,NCT01551173,"Completed, Positive outcome/primary endpoint(s) met",1
26750,NCT01551212,"Completed, Positive outcome/primary endpoint(s) met",1
26751,NCT01551290,"Completed, Positive outcome/primary endpoint(s) met",1
26753,NCT01551368,"Terminated, Poor enrollment",0
26755,NCT01551394,"Completed, Negative outcome/primary endpoint(s) not met",0
26757,NCT01551459,"Terminated, Lack of efficacy",0
26763,NCT01551628,"Terminated, Poor enrollment",0
26767,NCT01551758,"Completed, Positive outcome/primary endpoint(s) met",1
26774,NCT01552369,"Completed, Positive outcome/primary endpoint(s) met",1
26775,NCT01552408,"Completed, Negative outcome/primary endpoint(s) not met",0
26782,NCT01552902,"Completed, Positive outcome/primary endpoint(s) met",1
26783,NCT01552915,"Completed, Positive outcome/primary endpoint(s) met",1
26784,NCT01552954,"Completed, Positive outcome/primary endpoint(s) met",1
26789,NCT01553279,"Completed, Positive outcome/primary endpoint(s) met",1
26790,NCT01553591,"Completed, Positive outcome/primary endpoint(s) met",1
26791,NCT01553656,"Completed, Positive outcome/primary endpoint(s) met",1
26793,NCT01553747,"Completed, Positive outcome/primary endpoint(s) met",1
26795,NCT01553851,"Completed, Positive outcome/primary endpoint(s) met",1
26807,NCT01554696,"Completed, Negative outcome/primary endpoint(s) not met",0
26808,NCT01554800,"Completed, Positive outcome/primary endpoint(s) met",1
26810,NCT01554917,"Completed, Positive outcome/primary endpoint(s) met",1
26811,NCT01554969,"Completed, Positive outcome/primary endpoint(s) met",1
26812,NCT01554982,"Completed, Positive outcome/primary endpoint(s) met",1
26817,NCT01555125,"Completed, Positive outcome/primary endpoint(s) met",1
26818,NCT01555138,"Completed, Positive outcome/primary endpoint(s) met",1
26822,NCT01555242,"Completed, Positive outcome/primary endpoint(s) met",1
26824,NCT01555281,"Completed, Positive outcome/primary endpoint(s) met",1
26825,NCT01555489,"Terminated, Poor enrollment",0
26828,NCT01555541,"Terminated, Poor enrollment",0
26832,NCT01555736,"Completed, Positive outcome/primary endpoint(s) met",1
26834,NCT01555853,"Terminated, Lack of efficacy",0
26838,NCT01556022,"Terminated, Poor enrollment",0
26839,NCT01556022,"Terminated, Safety/adverse effects",0
26843,NCT01556191,"Completed, Negative outcome/primary endpoint(s) not met",0
26844,NCT01556347,"Terminated, Lack of efficacy",0
26845,NCT01556438,"Completed, Positive outcome/primary endpoint(s) met",1
26847,NCT01556477,"Completed, Negative outcome/primary endpoint(s) not met",0
26852,NCT01556776,"Terminated, Poor enrollment",0
26859,NCT01557114,"Terminated, Safety/adverse effects",0
26862,NCT01557153,"Terminated, Poor enrollment",0
26864,NCT01557335,"Completed, Positive outcome/primary endpoint(s) met",1
26866,NCT01557374,"Completed, Negative outcome/primary endpoint(s) not met",0
26875,NCT01557699,"Completed, Positive outcome/primary endpoint(s) met",1
26880,NCT01557842,"Terminated, Poor enrollment",0
26882,NCT01557907,"Completed, Positive outcome/primary endpoint(s) met",1
26894,NCT01558661,"Completed, Negative outcome/primary endpoint(s) not met",0
26897,NCT01558739,"Completed, Positive outcome/primary endpoint(s) met",1
26905,NCT01559090,"Completed, Positive outcome/primary endpoint(s) met",1
26908,NCT01559129,"Terminated, Lack of efficacy",0
26914,NCT01559844,"Completed, Positive outcome/primary endpoint(s) met",1
26915,NCT01559935,"Completed, Positive outcome/primary endpoint(s) met",1
26916,NCT01559974,"Terminated, Poor enrollment",0
26919,NCT01560104,"Completed, Negative outcome/primary endpoint(s) not met",0
26920,NCT01560117,"Completed, Positive outcome/primary endpoint(s) met",1
26923,NCT01560286,"Completed, Positive outcome/primary endpoint(s) met",1
26929,NCT01560572,"Completed, Negative outcome/primary endpoint(s) not met",0
26931,NCT01560624,"Completed, Positive outcome/primary endpoint(s) met",1
26932,NCT01560780,"Terminated, Poor enrollment",0
26934,NCT01560884,"Completed, Positive outcome/primary endpoint(s) met",1
26938,NCT01561027,"Completed, Positive outcome/primary endpoint(s) met",1
26939,NCT01561040,"Completed, Positive outcome/primary endpoint(s) met",1
26940,NCT01561053,"Completed, Positive outcome/primary endpoint(s) met",1
26945,NCT01561313,"Completed, Positive outcome/primary endpoint(s) met",1
26948,NCT01561482,"Terminated, Poor enrollment",0
26952,NCT01561690,"Completed, Positive outcome/primary endpoint(s) met",1
26954,NCT01561768,"Completed, Positive outcome/primary endpoint(s) met",1
26956,NCT01561807,"Completed, Positive outcome/primary endpoint(s) met",1
26957,NCT01561833,"Completed, Positive outcome/primary endpoint(s) met",1
26959,NCT01561911,"Completed, Positive outcome/primary endpoint(s) met",1
26964,NCT01562028,"Completed, Positive outcome/primary endpoint(s) met",1
26971,NCT01562314,"Completed, Negative outcome/primary endpoint(s) not met",0
26973,NCT01562444,"Completed, Positive outcome/primary endpoint(s) met",1
26974,NCT01562457,"Completed, Positive outcome/primary endpoint(s) met",1
26979,NCT01562873,"Terminated, Lack of efficacy",0
26983,NCT01562951,"Terminated, Poor enrollment",0
26985,NCT01563029,"Completed, Positive outcome/primary endpoint(s) met",1
26986,NCT01563055,"Completed, Positive outcome/primary endpoint(s) met",1
26989,NCT01563263,"Completed, Negative outcome/primary endpoint(s) not met",0
26991,NCT01563354,"Completed, Positive outcome/primary endpoint(s) met",1
26992,NCT01563367,"Completed, Positive outcome/primary endpoint(s) met",1
26997,NCT01563614,"Terminated, Poor enrollment",0
27000,NCT01564017,"Completed, Positive outcome/primary endpoint(s) met",1
27002,NCT01564277,"Terminated, Poor enrollment",0
27003,NCT01564329,"Completed, Positive outcome/primary endpoint(s) met",1
27005,NCT01564537,"Completed, Positive outcome/primary endpoint(s) met",1
27009,NCT01564862,"Completed, Positive outcome/primary endpoint(s) met",1
27010,NCT01564875,"Completed, Negative outcome/primary endpoint(s) not met",0
27012,NCT01564914,"Completed, Positive outcome/primary endpoint(s) met",1
27017,NCT01565083,"Completed, Positive outcome/primary endpoint(s) met",1
27025,NCT01565590,"Terminated, Poor enrollment",0
27026,NCT01565616,"Completed, Positive outcome/primary endpoint(s) met",1
27028,NCT01565668,"Completed, Positive outcome/primary endpoint(s) met",1
27033,NCT01565772,"Terminated, Poor enrollment",0
27037,NCT01565941,"Terminated, Lack of efficacy",0
27038,NCT01565941,"Terminated, Safety/adverse effects",0
27050,NCT01566721,"Completed, Positive outcome/primary endpoint(s) met",1
27053,NCT01566799,"Completed, Positive outcome/primary endpoint(s) met",1
27058,NCT01567085,"Completed, Positive outcome/primary endpoint(s) met",1
27067,NCT01567527,"Completed, Positive outcome/primary endpoint(s) met",1
27068,NCT01567540,"Terminated, Poor enrollment",0
27070,NCT01567735,"Completed, Positive outcome/primary endpoint(s) met",1
27073,NCT01567930,"Completed, Positive outcome/primary endpoint(s) met",1
27082,NCT01568099,"Completed, Positive outcome/primary endpoint(s) met",1
27083,NCT01568190,"Completed, Positive outcome/primary endpoint(s) met",1
27087,NCT01568294,"Completed, Positive outcome/primary endpoint(s) met",1
27090,NCT01568580,"Completed, Positive outcome/primary endpoint(s) met",1
27097,NCT01568866,"Completed, Positive outcome/primary endpoint(s) met",1
27100,NCT01569087,"Completed, Positive outcome/primary endpoint(s) met",1
27101,NCT01569113,"Completed, Negative outcome/primary endpoint(s) not met",0
27103,NCT01569204,"Completed, Positive outcome/primary endpoint(s) met",1
27104,NCT01569295,"Completed, Positive outcome/primary endpoint(s) met",1
27106,NCT01569438,"Completed, Positive outcome/primary endpoint(s) met",1
27107,NCT01569451,"Completed, Positive outcome/primary endpoint(s) met",1
27111,NCT01569750,"Completed, Positive outcome/primary endpoint(s) met",1
27115,NCT01570036,"Completed, Early positive outcome",1
27117,NCT01570192,"Terminated, Poor enrollment",0
27122,NCT01570634,"Terminated, Poor enrollment",0
27124,NCT01570751,"Completed, Positive outcome/primary endpoint(s) met",1
27127,NCT01570868,"Terminated, Poor enrollment",0
27129,NCT01571206,"Completed, Positive outcome/primary endpoint(s) met",1
27130,NCT01571219,"Completed, Positive outcome/primary endpoint(s) met",1
27140,NCT01571583,"Completed, Positive outcome/primary endpoint(s) met",1
27141,NCT01571635,"Completed, Positive outcome/primary endpoint(s) met",1
27143,NCT01571960,"Completed, Positive outcome/primary endpoint(s) met",1
27144,NCT01572324,"Completed, Positive outcome/primary endpoint(s) met",1
27146,NCT01572519,"Completed, Negative outcome/primary endpoint(s) not met",0
27153,NCT01572831,"Terminated, Poor enrollment",0
27154,NCT01572909,"Completed, Negative outcome/primary endpoint(s) not met",0
27156,NCT01573156,"Terminated, Poor enrollment",0
27159,NCT01573247,"Terminated, Safety/adverse effects",0
27160,NCT01573338,"Completed, Positive outcome/primary endpoint(s) met",1
27164,NCT01573598,"Completed, Negative outcome/primary endpoint(s) not met",0
27166,NCT01573637,"Completed, Positive outcome/primary endpoint(s) met",1
27171,NCT01574014,"Terminated, Poor enrollment",0
27172,NCT01574092,"Completed, Positive outcome/primary endpoint(s) met",1
27175,NCT01574274,"Completed, Positive outcome/primary endpoint(s) met",1
27176,NCT01574326,"Completed, Positive outcome/primary endpoint(s) met",1
27181,NCT01574729,"Completed, Positive outcome/primary endpoint(s) met",1
27183,NCT01574937,"Completed, Positive outcome/primary endpoint(s) met",1
27185,NCT01575054,"Completed, Positive outcome/primary endpoint(s) met",1
27190,NCT01575548,"Completed, Negative outcome/primary endpoint(s) not met",0
27194,NCT01575834,"Completed, Positive outcome/primary endpoint(s) met",1
27195,NCT01575873,"Completed, Positive outcome/primary endpoint(s) met",1
27200,NCT01576328,"Completed, Positive outcome/primary endpoint(s) met",1
27202,NCT01576354,"Completed, Positive outcome/primary endpoint(s) met",1
27204,NCT01576406,"Completed, Positive outcome/primary endpoint(s) met",1
27206,NCT01576471,"Completed, Negative outcome/primary endpoint(s) not met",0
27212,NCT01576679,"Terminated, Poor enrollment",0
27218,NCT01577160,"Completed, Positive outcome/primary endpoint(s) met",1
27219,NCT01577173,"Completed, Negative outcome/primary endpoint(s) not met",0
27220,NCT01577186,"Completed, Positive outcome/primary endpoint(s) met",1
27221,NCT01577199,"Terminated, Poor enrollment",0
27226,NCT01577524,"Terminated, Poor enrollment",0
27230,NCT01577745,"Terminated, Lack of efficacy",0
27231,NCT01577758,"Completed, Positive outcome/primary endpoint(s) met",1
27236,NCT01578304,"Completed, Positive outcome/primary endpoint(s) met",1
27238,NCT01578330,"Completed, Positive outcome/primary endpoint(s) met",1
27239,NCT01578343,"Terminated, Lack of efficacy",0
27240,NCT01578343,"Terminated, Safety/adverse effects",0
27241,NCT01578486,"Completed, Negative outcome/primary endpoint(s) not met",0
27242,NCT01578499,"Completed, Positive outcome/primary endpoint(s) met",1
27243,NCT01578551,"Terminated, Poor enrollment",0
27244,NCT01578564,"Completed, Positive outcome/primary endpoint(s) met",1
27245,NCT01578655,"Completed, Negative outcome/primary endpoint(s) not met",0
27258,NCT01579357,"Completed, Positive outcome/primary endpoint(s) met",1
27262,NCT01579812,"Completed, Positive outcome/primary endpoint(s) met",1
27263,NCT01579838,"Completed, Positive outcome/primary endpoint(s) met",1
27268,NCT01580020,"Completed, Positive outcome/primary endpoint(s) met",1
27270,NCT01580293,"Completed, Positive outcome/primary endpoint(s) met",1
27271,NCT01580371,"Completed, Positive outcome/primary endpoint(s) met",1
27274,NCT01580553,"Completed, Positive outcome/primary endpoint(s) met",1
27275,NCT01580670,"Completed, Positive outcome/primary endpoint(s) met",1
27278,NCT01580696,"Completed, Positive outcome/primary endpoint(s) met",1
27279,NCT01580735,"Completed, Positive outcome/primary endpoint(s) met",1
27285,NCT01581073,"Completed, Negative outcome/primary endpoint(s) not met",0
27290,NCT01581281,"Terminated, Lack of efficacy",0
27291,NCT01581281,"Terminated, Safety/adverse effects",0
27295,NCT01581476,"Completed, Negative outcome/primary endpoint(s) not met",0
27299,NCT01581840,"Completed, Negative outcome/primary endpoint(s) not met",0
27304,NCT01582048,"Terminated, Poor enrollment",0
27305,NCT01582061,"Completed, Positive outcome/primary endpoint(s) met",1
27307,NCT01582165,"Completed, Negative outcome/primary endpoint(s) not met",0
27310,NCT01582243,"Completed, Positive outcome/primary endpoint(s) met",1
27311,NCT01582269,"Completed, Negative outcome/primary endpoint(s) not met",0
